"product_id","license_plate","car_year","car_brand","car_model","car_type","car_transmission","car_engine_size","car_color","inspection_score","agent_id","branch_id","buy_date","buy_price","admin_fee","aging_fee","sell_date","sell_price"
133126,265,2015,TOYOTA,ALL NEW AVANZA VELOZ,VVT-I,MT,"1.5",Hitam,102,109618,289,2022-08-09,15788.0,266.0,0.0,2022-08-16,16053.0
134207,2396,2007,HONDA,NEW CR-V,"4 X 2",AT,"2.4",Hitam,103,53630,94,2022-08-15,11375.0,250.0,312.0,2022-09-18,11938.0
127971,4926,2015,SUZUKI,KARIMUN WAGON R,GL,MT,"1.0",Silver,107,18827,397,2022-08-20,6288.0,250.0,0.0,2022-08-20,6538.0
126434,678,2014,DAIHATSU,AYLA,M SPORTY,MT,"1.0",Hitam,107,19174,93,2022-07-28,9412.0,250.0,0.0,2022-07-30,9662.0
128325,1908,2017,SUZUKI,NEW ERTIGA,GX,MT,"1.4",Putih,107,28462,19,2022-08-14,15375.0,250.0,0.0,2022-08-14,15625.0
139652,2589,2015,NISSAN,GRAND LIVINA,XV,AT,"1.8",Hitam,107,141921,307,2022-08-28,13125.0,250.0,0.0,2022-08-28,13375.0
136202,6594,2017,TOYOTA,GRAND NEW AVANZA,E,MT,"1.3",SILVER METALIK,107,74826,138,2022-08-31,15375.0,250.0,0.0,2022-09-02,15625.0
126784,2515,2012,MITSUBISHI,PAJERO,DAKAR 4X2,AT,"2.5",Hitam,107,1939,49,2022-08-06,28788.0,438.0,188.0,2022-08-30,29412.0
133349,3650,1992,SUZUKI,CARRY,ST100,MT,"1.0",Hijau Metalik,107,133811,386,2022-08-26,1250.0,250.0,0.0,2022-08-26,1500.0
137026,6423,2013,DAIHATSU,ALL NEW XENIA,"R DELUXE 1,3",MT,"1.3",ABU ABU METALIK,107,138387,269,2022-09-03,13125.0,250.0,0.0,2022-09-09,13375.0
128073,3715,2002,TOYOTA,LX,"1.8 MT BENSIN",MT,"1.8",BIRU METALIK,105,26984,378,2022-08-10,3750.0,250.0,0.0,2022-08-10,4000.0
134087,5329,2012,SUZUKI,ERTIGA,GL,MT,"1.4",MERAH METALIK,107,136017,137,2022-08-05,12125.0,250.0,125.0,2022-08-21,12500.0
141986,7825,1994,DAIHATSU,FEROZA,"2 WD",MT,"1.6",BIRU METALIK,107,54022,102,2022-09-01,4375.0,250.0,0.0,2022-09-01,4625.0
135276,6589,2021,DAIHATSU,AYLA,M SPORTY,MT,"1.0",Silver Metalic,107,135216,269,2022-08-07,13312.0,250.0,625.0,2022-10-05,11250.0
135937,4442,2020,TOYOTA,ALL NEW AVANZA VELOZ,VVT-I,AT,"1.5",Putih,107,47715,127,2022-08-16,25000.0,344.0,0.0,2022-08-18,25344.0
137386,5022,2013,TOYOTA,NEW AVANZA,Veloz,AT,"1.5",Putih,107,70311,416,2022-08-14,12500.0,250.0,0.0,2022-08-14,12750.0
137511,4150,2018,MITSUBISHI,FE 74 HDV,FE 74HDV MT SOLAR,MT,"3.9",KUNING KOMBINASI,87,80251,151,2022-08-31,36875.0,531.0,0.0,2022-09-13,37406.0
134765,1014,2004,HONDA,STREAM,STREAM S7A 2.0 AT,AT,"2.0",Abu-abu,107,17597,94,2022-08-11,7562.0,250.0,0.0,2022-08-20,7812.0
138389,3004,2019,TOYOTA,CALYA,G,AT,"1.2",Silver,107,2818,12,2022-08-12,15000.0,250.0,0.0,2022-08-29,15250.0
139719,5316,2013,DAIHATSU,AYLA,M,MT,"1.0",SILVER METALIK,107,93370,97,2022-08-11,5625.0,250.0,0.0,2022-08-11,5875.0
135502,6086,2011,SUZUKI,SWIFT,GT 3,MT,"1.5",Putih,107,114084,116,2022-08-06,13250.0,250.0,250.0,2022-09-04,13125.0
138466,6868,1991,SUZUKI,PICK UP,ST 100 SUPER CARRY,MT,"1.0",Merah,107,18092,97,2022-08-26,1500.0,250.0,0.0,2022-08-26,1750.0
135820,7592,2020,DAIHATSU,SIGRA,R,MT,"1.2",Hitam,107,5921,65,2022-08-28,14750.0,250.0,0.0,2022-08-30,15000.0
138880,3431,2005,MITSUBISHI,FE 334 LT,Truck,MT,"13.0",Kuning,106,127747,384,2022-09-01,10000.0,250.0,0.0,2022-09-01,10250.0
141979,6914,2016,HONDA,MOBILIO,S DD4,MT,"1.5",Hitam,107,5222,293,2022-08-17,12500.0,250.0,0.0,2022-08-25,12750.0
142363,7315,2016,HONDA,HRV,S CVT,AT,"1.5",PUTIH ORCHID,107,113668,265,2022-08-25,17538.0,266.0,0.0,2022-08-26,17803.0
137117,7693,2011,TOYOTA,NEW INNOVA,G,AT,"2.0",ABU ABU METALIK,107,1418,91,2022-08-12,15125.0,250.0,0.0,2022-08-12,15375.0
127968,5446,2009,TOYOTA,INNOVA,G Diesel,MT,"2.5",SILVER METALIK,101,117507,361,2022-08-02,12500.0,250.0,500.0,2022-09-21,13250.0
139319,3643,2013,TOYOTA,NEW AVANZA,VVT-i G,MT,"1.3",HITAM METALIK,100,2928,21,2022-08-11,15000.0,250.0,0.0,2022-08-11,15250.0
138344,1413,2012,DAIHATSU,TERIOS,TX,MT,"1.5",HITAM METALIK,107,135652,372,2022-08-11,13750.0,250.0,0.0,2022-08-11,14000.0
140612,7868,2015,SUZUKI,APV,DLX GC415V,MT,"1.5",ABU ABU METALIK,99,95524,85,2022-08-15,10625.0,250.0,0.0,2022-08-20,10875.0
137121,5234,2018,TOYOTA,CALYA,G,MT,"1.2",Hitam,107,54480,5,2022-08-13,13412.0,250.0,0.0,2022-08-21,13662.0
142192,4346,2001,TOYOTA,KIJANG,LGX 2.0 MT BENSIN,MT,"2.0",Silver Metalic,107,18576,273,2022-09-05,7750.0,250.0,0.0,2022-09-05,8000.0
136986,7654,2014,HONDA,BRIO,SATYA E,MT,"1.2",HITAM MUTIARA,107,20828,26,2022-09-06,12250.0,250.0,500.0,2022-10-25,13000.0
138982,77,2008,TOYOTA,AVANZA,G,MT,"1.3",Hitam,107,25783,6,2022-08-31,7500.0,250.0,0.0,2022-08-31,7750.0
127544,6940,2018,TOYOTA,CALYA,"G 1,2 MT Bensin",MT,"1.2",Abu-abu,105,11294,4,2022-08-10,13000.0,250.0,0.0,2022-08-26,13250.0
126507,4299,2008,HONDA,CR-V,RE 1 2WD,AT,"2.4",ABU ABU TUA METALIK,107,42235,128,2022-08-07,11875.0,250.0,0.0,2022-08-07,12125.0
133136,2562,2021,TOYOTA,veloz,Q TSS,AT,"1.5",Hitam,107,75909,311,2022-08-14,32288.0,531.0,125.0,2022-08-31,31625.0
142718,6718,2017,HONDA,BRIO,SATYA E,AT,"1.2",Merah,107,4828,155,2022-08-25,15625.0,250.0,0.0,2022-08-27,15875.0
138259,6396,2017,TOYOTA,GRAND NEW VELOZ,GRAND NEW VELOZ,MT,"1.5",Putih,107,58491,404,2022-09-03,15038.0,250.0,0.0,2022-09-03,15288.0
137800,4329,2014,TOYOTA,AGYA,G TRD,MT,"1.0",Silver,107,63617,274,2022-08-17,9750.0,250.0,0.0,2022-08-17,10000.0
140115,7481,2019,TOYOTA,AGYA,G 1.2 MT BENSIN,MT,"1.2",SILVER METALIK,107,2967,132,2022-09-11,12500.0,250.0,0.0,2022-09-11,12750.0
133805,2984,2015,DAIHATSU,XENIA,F651 RV - GMDFJ/R Delux 1.3,MT,"1.3",Silver,107,140282,396,2022-08-07,12500.0,250.0,0.0,2022-08-07,12750.0
128199,2015,2012,DAIHATSU,ALL NEW XENIA,R,AT,"1.3",Abu-Abu Met,107,120145,147,2022-08-16,11350.0,250.0,625.0,2022-10-12,10625.0
136636,625,1996,SUZUKI,SIDEKICK,"SB 416 2WD 1,6 MT BENSIN",MT,"1.6",BIRU METALIK,107,107921,91,2022-08-20,5350.0,250.0,0.0,2022-08-20,5600.0
137453,2946,2013,TOYOTA,RUSH,S,AT,"1.5",Hitam,107,143834,385,2022-08-10,16750.0,266.0,125.0,2022-08-27,17141.0
140868,7496,2013,SUZUKI,ERTIGA,GX,AT,"1.4",Abu-abu,105,3272,288,2022-08-24,13125.0,250.0,62.0,2022-09-14,13438.0
140500,3671,2015,TOYOTA,LIGHT TRUCK,DYNA 130 HT,MT,"4.0",Merah,107,9884,151,2022-08-23,15625.0,250.0,0.0,2022-09-03,15875.0
128013,6375,2019,SUZUKI,NEW CARRY,AC PS,MT,"1.5",Hitam,98,6448,25,2022-08-25,6912.0,250.0,0.0,2022-08-25,7162.0
142850,1390,2003,SUZUKI,AERIO,Aerio,AT,"1.5",BIRU METALIK,107,28536,379,2022-09-02,5000.0,250.0,0.0,2022-09-02,5250.0
138442,2241,2007,ISUZU,PANTHER,HI-GRADE,MT,"2.5",Hitam,107,118400,370,2022-08-27,15625.0,250.0,0.0,2022-09-02,15875.0
133509,3515,2016,SUZUKI,KARIMUN WAGON R,GL,MT,"1.0",Hitam,107,14911,40,2022-08-29,6250.0,250.0,0.0,2022-08-29,6500.0
133157,4456,2004,TOYOTA,AVANZA,G,MT,"1.3",Biru,103,99028,274,2022-08-10,8788.0,250.0,0.0,2022-08-11,9038.0
133289,6646,2006,HONDA,JAZZ,VTEC,MT,"1.5",Abu-abu,107,14373,97,2022-08-13,9125.0,250.0,0.0,2022-08-19,9375.0
117126,5354,2014,TOYOTA,ALL NEW AVANZA VELOZ,VVT-I,MT,"1.5",Hitam,107,32083,125,2022-08-23,15375.0,250.0,0.0,2022-08-25,15625.0
138198,8418,1996,TOYOTA,STARLET,EP81 1.3 MT BENSIN,MT,"1.3",MERAH METALIK,106,119940,141,2022-09-08,5625.0,250.0,0.0,2022-09-08,5875.0
143494,6549,2012,DAIHATSU,XENIA,F650RV-GMDFJ 1.0 MT BENSIN,MT,"1.0",Silver Metalic,106,120727,133,2022-08-29,10000.0,250.0,0.0,2022-08-30,10250.0
135222,6926,2018,DAIHATSU,TERIOS,TX DELUXE,MT,"1.5",COKLAT,107,113368,275,2022-08-15,23500.0,344.0,0.0,2022-08-26,23844.0
133175,6829,2020,HONDA,BRIO,SATYA E,MT,"1.2",Merah,107,91509,97,2022-08-06,16125.0,266.0,0.0,2022-08-07,16391.0
140294,241,2011,TOYOTA,YARIS,S,AT,"1.5",Merah,107,23269,385,2022-08-25,11250.0,250.0,0.0,2022-08-25,11500.0
135179,5196,2014,SUZUKI,KARIMUN WAGON R,GL,MT,"1.0",Silver,102,141414,5,2022-08-12,8688.0,250.0,0.0,2022-08-18,8938.0
140310,1704,2017,TOYOTA,ALL NEW YARIS,G,AT,"1.5",Silver,107,135796,392,2022-08-27,20000.0,344.0,188.0,2022-09-16,20469.0
143169,682,2002,HONDA,NEW CIVIC,VTi - S,MT,"1.7",Hitam,107,2018,31,2022-08-27,8125.0,250.0,0.0,2022-08-27,8375.0
136230,3656,2016,TOYOTA,CALYA,G,MT,"1.2",Orange mw,102,144192,22,2022-08-25,12875.0,250.0,0.0,2022-08-25,13125.0
127138,3772,2010,TOYOTA,YARIS,J,AT,"1.5",Silver,107,101662,34,2022-08-21,11500.0,250.0,125.0,2022-09-06,11875.0
139508,7400,2007,TOYOTA,VIOS LIMO,STD 1.5 MT,MT,"1.5",Merah,107,15084,18,2022-08-27,5625.0,250.0,0.0,2022-08-27,5875.0
133769,4922,2016,TOYOTA,GRAND NEW AVANZA,G,MT,"1.3",Putih,107,131882,41,2022-08-21,16438.0,266.0,0.0,2022-08-22,16703.0
138477,5063,2019,DAIHATSU,SIGRA,M,MT,"1.0",Putih,107,104505,361,2022-09-02,13125.0,250.0,312.0,2022-10-06,13688.0
143044,792,2017,DAIHATSU,GRAN MAX,Standar + PS + AC PU,MT,"1.5",HITAM METALIK,107,2018,31,2022-08-31,10000.0,250.0,0.0,2022-08-31,10250.0
143333,2806,2012,MITSUBISHI,MIRAGE,EXCEED,AT,"1.2",Putih,107,54817,385,2022-08-23,9375.0,250.0,0.0,2022-08-23,9625.0
140315,5924,2008,HONDA,JAZZ,GE8 1.5 MT BENSIN,MT,"1.5",Putih Mutiara,107,118013,138,2022-08-23,11288.0,250.0,0.0,2022-08-23,11538.0
128608,397,2013,HONDA,CRV,RM3 2WD,AT,"2.4",PUTIH ORCHID MUTIARA,101,3851,37,2022-08-13,24875.0,344.0,0.0,2022-08-21,25219.0
139223,210,2018,TOYOTA,RUSH,S,AT,"1.5",Silver Metalic,107,68694,305,2022-08-23,24938.0,344.0,62.0,2022-09-02,25344.0
137721,3597,1994,DAIHATSU,FEROZA,"2 WD",MT,"1.6",Hijau Metalik,86,143957,22,2022-08-17,3125.0,250.0,0.0,2022-08-17,3375.0
140173,1806,2012,TOYOTA,RUSH,G,AT,"1.5",Silver,107,65429,275,2022-08-20,12500.0,250.0,0.0,2022-08-21,12750.0
136526,998,2015,TOYOTA,NEW AVANZA,VVT-i G,MT,"1.3",Silver Metalic,107,20115,305,2022-08-18,14125.0,250.0,62.0,2022-09-10,14438.0
132942,8207,2014,TOYOTA,ALL NEW YARIS,G,AT,"1.5",Putih Mutiara,107,5291,39,2022-08-03,18500.0,266.0,62.0,2022-08-15,18828.0
135189,181,2016,TOYOTA,NEW AVANZA,VVT-i G,AT,"1.3",Silver,104,109618,289,2022-08-04,16288.0,266.0,0.0,2022-08-06,16553.0
134080,3857,2012,DAIHATSU,TERIOS,TX,MT,"1.5",MERAH METALIK,107,105460,84,2022-08-03,13500.0,250.0,0.0,2022-08-04,13750.0
126466,7509,2018,DAIHATSU,ALL NEW TERRIOS,RDELUXE,MT,"1.5",UNGU METALIK,100,82697,283,2022-08-13,23188.0,344.0,250.0,2022-09-11,23781.0
133794,3088,2018,HONDA,CIVIC TURBO,Hatchback E CVT,AT,"1.5",Putih,104,18558,12,2022-08-05,15625.0,250.0,0.0,2022-08-05,15875.0
139789,2617,2008,HONDA,CRV,RE1 2WD 2.4 AT Bensin,AT,"2.4",Coklat Tua Met,107,96296,279,2022-09-09,6625.0,250.0,0.0,2022-09-09,6875.0
127049,5914,2014,HONDA,MOBILIO,E,MT,"1.5",ABU ABU METALIK,105,123854,281,2022-08-04,10000.0,250.0,0.0,2022-08-04,10250.0
138733,2394,2012,TOYOTA,AVANZA,E,MT,"1.3",Putih,103,110544,386,2022-09-04,12500.0,250.0,0.0,2022-09-04,12750.0
134288,2474,2016,TOYOTA,CALYA,G,AT,"1.2",Putih,107,120029,55,2022-08-24,13125.0,250.0,0.0,2022-08-24,13375.0
137080,2938,2019,MITSUBISHI,XPANDER CROSS,PREMIUM PACKAGE,AT,"1.5",Putih,103,5031,76,2022-09-05,30625.0,438.0,375.0,2022-10-19,29375.0
143011,6283,2017,TOYOTA,INNOVA,G Bensin,MT,"2.0",Coklat Tua Met,107,152290,399,2022-08-25,8125.0,250.0,0.0,2022-08-25,8375.0
137911,8247,2014,TOYOTA,NEW AVANZA,VVT-i G,MT,"1.3",HITAM METALIK,107,4950,367,2022-09-06,13125.0,250.0,0.0,2022-09-07,13375.0
134142,7073,2015,HONDA,MOBILIO,RS,MT,"1.5",ABU ABU TUA METALIK,106,38861,113,2022-08-28,15625.0,250.0,0.0,2022-08-28,15875.0
127978,3770,2008,TOYOTA,AVANZA,S,MT,"1.5",Hitam,105,26984,378,2022-08-16,8125.0,250.0,0.0,2022-08-16,8375.0
142116,1449,2009,TOYOTA,YARIS,E,MT,"1.5",Hitam,107,4971,119,2022-09-09,8750.0,250.0,0.0,2022-09-16,9000.0
137674,4549,2009,TOYOTA,INNOVA,G Bensin,MT,"2.0",ABU ABU METALIK,107,116239,274,2022-08-12,15538.0,250.0,0.0,2022-08-12,15788.0
128224,2742,2016,TOYOTA,CALYA,G,AT,"1.2",Silver Metalic,107,95312,401,2022-08-22,12750.0,250.0,0.0,2022-08-22,13000.0
133005,7294,2007,NISSAN,GRAND LIVINA,XV,AT,"1.5",HITAM METALIK,94,2169,46,2022-08-18,4038.0,250.0,0.0,2022-08-19,4288.0
136848,4435,2019,TOYOTA,CALYA,G,MT,"1.2",Silver,107,48124,143,2022-08-25,14500.0,250.0,0.0,2022-09-02,14750.0
139599,1381,2013,SUZUKI,SPLASH,GL,AT,"1.2",Hitam,106,100786,401,2022-08-16,9375.0,250.0,0.0,2022-08-16,9625.0
132782,5413,2018,HONDA,ALL NEW JAZZ,RS CVT,AT,"1.5",Merah,107,142685,390,2022-08-12,13750.0,250.0,0.0,2022-08-12,14000.0
134711,5442,2012,TOYOTA,GRAND NEW INNOVA,G Bensin,MT,"2.0",Putih,102,102590,361,2022-08-30,17500.0,266.0,562.0,2022-10-20,18328.0
136644,7522,2018,MITSUBISHI,STRADA TRITON,DOUBLE CABIN HDX 4x4,MT,"2.5",PUTIIH,101,105723,283,2022-08-21,25000.0,344.0,0.0,2022-08-24,25344.0
139457,1634,2014,MITSUBISHI,PAJERO,Super Exceed,AT,"2.5",HITAM MIKA,107,91855,293,2022-08-26,29375.0,438.0,0.0,2022-09-02,29812.0
126642,3730,2017,TOYOTA,ALL NEW AVANZA,VVT-i E,AT,"1.3",Abu-abu,107,56529,35,2022-08-09,13500.0,250.0,0.0,2022-08-21,13750.0
140541,1915,2012,TOYOTA,YARIS,S,AT,"1.5",HITAM METALIK,107,135813,372,2022-09-09,11875.0,250.0,0.0,2022-09-09,12125.0
135046,7322,2015,TOYOTA,AGYA,G,MT,"1.0",Merah,107,115227,295,2022-08-31,10688.0,250.0,0.0,2022-08-31,10938.0
142142,5328,2010,SUZUKI,KARIMUN,ESTILO YL6,MT,"1.0",Hitam,107,148610,95,2022-09-01,6875.0,250.0,0.0,2022-09-01,7125.0
137286,928,2017,TOYOTA,CALYA,G,MT,"1.2",Putih,107,57249,84,2022-08-14,12875.0,250.0,0.0,2022-08-14,13125.0
135165,2499,2016,HONDA,BR-V,Prestige,AT,"1.5",Putih,107,55708,289,2022-08-21,20600.0,344.0,0.0,2022-08-30,20944.0
140566,8103,1992,SUZUKI,JEEP,Katana SC 2WD,MT,"1.0",Silver,97,35832,90,2022-09-04,2500.0,250.0,0.0,2022-09-05,2750.0
128611,5813,2015,HONDA,MOBILIO,RS,MT,"1.5",Putih,107,117188,70,2022-08-12,13912.0,250.0,0.0,2022-08-22,14162.0
133841,3244,2013,TOYOTA,YARIS,S TRD Sportivo,AT,"1.5",Silver,107,96427,308,2022-08-21,15000.0,250.0,0.0,2022-08-31,15250.0
135696,2887,2016,HONDA,BRIO,SATYA E,MT,"1.2",Abu-abu,107,1703,94,2022-08-08,13250.0,250.0,312.0,2022-09-12,13812.0
142053,5515,2017,DAIHATSU,SIGRA,R DLX,MT,"1.2",Hitam,107,37334,380,2022-08-31,13688.0,250.0,250.0,2022-09-29,14188.0
134630,5303,2013,NISSAN,MARCH,L,MT,"1.2",Merah,107,17039,5,2022-08-04,9750.0,250.0,0.0,2022-08-12,10000.0
134657,7445,2013,TOYOTA,ALL NEW AVANZA,VVT-i G,MT,"1.3",Putih,100,105723,283,2022-08-21,13750.0,250.0,0.0,2022-08-21,14000.0
127546,1033,2016,TOYOTA,GRAND NEW INNOVA,G Bensin,MT,"2.0",HITAM METALIK,107,126407,144,2022-08-02,26812.0,438.0,0.0,2022-08-12,27250.0
134977,4163,2019,SUZUKI,APV,Mega Carry PU 1.5 MT,MT,"1.5",Hitam,107,120705,151,2022-08-20,7500.0,250.0,0.0,2022-08-20,7750.0
133231,3940,2014,TOYOTA,ETIOS VALCO,E,MT,"1.2",Putih,107,64506,278,2022-08-21,6662.0,250.0,0.0,2022-08-21,6912.0
136606,4751,2018,MITSUBISHI,TRUCK,FE84G 4x2 MT,MT,"3.9",Kuning,77,6713,40,2022-08-13,18750.0,266.0,0.0,2022-08-13,19016.0
134368,319,2013,TOYOTA,RUSH,S,AT,"1.5",Silver,107,71305,279,2022-08-02,15625.0,250.0,0.0,2022-08-13,15875.0
127504,3850,2008,TOYOTA,INNOVA,G Bensin,MT,"2.0",Silver,107,56529,35,2022-08-01,13875.0,250.0,188.0,2022-08-25,14312.0
136034,43,2017,DAIHATSU,AYLA,R DELUXE,AT,"1.2",Orange,107,142776,357,2022-08-30,13375.0,250.0,0.0,2022-09-16,13625.0
140375,7748,2019,TOYOTA,INNOVA,"G 2,4 MT DIESEL",MT,"2.4",Hitam,107,1293,31,2022-08-21,35625.0,531.0,188.0,2022-09-11,36344.0
136482,6998,2017,SUZUKI,ERTIGA,GL,MT,"1.4",ABU ABU METALIK,107,142789,411,2022-09-01,13750.0,250.0,0.0,2022-09-03,14000.0
133849,380,2013,SUZUKI,ERTIGA,GL,MT,"1.4",Silver,107,90945,296,2022-08-30,13375.0,250.0,0.0,2022-08-30,13625.0
141718,1305,2015,MITSUBISHI,MIRAGE,GLS SPORT 1.2 AT BENSIN,AT,"1.2",MERAH METALIK,107,130051,379,2022-08-20,11250.0,250.0,250.0,2022-09-27,11750.0
138516,5033,1997,TOYOTA,sedan,toyota corona at 210,AT,"1.6",Hijau,107,147805,327,2022-08-22,2500.0,250.0,0.0,2022-08-22,2750.0
139494,6606,2020,SUZUKI,NEW CARRY,AC PS,MT,"1.5",Hitam,107,123277,269,2022-08-28,9375.0,250.0,0.0,2022-08-28,9625.0
143199,3101,2016,SUZUKI,ERTIGA,GL,MT,"1.4",Silver,107,2865,13,2022-08-24,10038.0,250.0,0.0,2022-08-24,10288.0
138486,4592,2010,TOYOTA,NEW INNOVA,V,MT,"2.0",Silver,107,56796,272,2022-09-06,18625.0,266.0,0.0,2022-09-10,18891.0
140322,6077,2016,SUZUKI,NEW ERTIGA,GL,MT,"1.4",Hitam,103,12529,395,2022-08-26,13750.0,250.0,0.0,2022-08-26,14000.0
134925,3052,2013,MITSUBISHI,PAJERO,DAKAR 4X2,AT,"2.5",Hitam,107,113368,275,2022-08-17,31250.0,438.0,0.0,2022-08-26,31688.0
126442,6113,2011,SUZUKI,APV,Luxury R15,MT,"1.5",PUTIH METALIK,107,123044,116,2022-08-14,10875.0,250.0,0.0,2022-08-22,11125.0
138939,4208,2020,HONDA,BRIO,RS,AT,"1.2",Putih,107,5677,27,2022-09-02,21250.0,344.0,0.0,2022-09-03,21594.0
137048,3504,2013,TOYOTA,NEW AVANZA,VVT-i G,MT,"1.3",SILVER METALIK,106,39538,40,2022-08-23,11250.0,250.0,0.0,2022-08-23,11500.0
140145,7606,2017,HONDA,BRIO,RS,AT,"1.2",Biru,107,44477,141,2022-08-27,15500.0,250.0,125.0,2022-09-12,15875.0
126421,6892,2015,TOYOTA,ALL NEW AVANZA VELOZ,VVT-I,MT,"1.5",Silver,107,39630,15,2022-08-06,17912.0,266.0,438.0,2022-09-18,16375.0
135206,6079,2005,HONDA,JAZZ,VTEC,AT,"1.5",Abu-abu,107,125345,116,2022-08-27,5625.0,250.0,0.0,2022-08-27,5875.0
135599,1914,2012,NISSAN,GRAND LIVINA,XV,AT,"1.5",ABU ABU METALIK,107,50373,2,2022-09-02,10000.0,250.0,0.0,2022-09-03,10250.0
140104,176,2017,TOYOTA,CALYA,G,MT,"1.2",Hitam,107,1796,54,2022-08-16,11250.0,250.0,0.0,2022-08-17,11500.0
134927,2022,2016,TOYOTA,GRAND NEW AVANZA,G,MT,"1.3",Hitam,107,69486,275,2022-08-14,15625.0,250.0,0.0,2022-08-15,15875.0
143280,402,2008,TOYOTA,FORTUNER,G 2.5 MT,MT,"2.5",Hitam,107,4875,30,2022-09-08,12500.0,250.0,0.0,2022-09-16,12750.0
133222,7888,2016,HONDA,BRIO,SATYA E,MT,"1.2",Putih,107,970,32,2022-08-13,14375.0,250.0,0.0,2022-08-13,14625.0
135482,7195,2019,TOYOTA,AVANZA,G,MT,"1.3",Hitam,107,56214,264,2022-08-31,21250.0,344.0,0.0,2022-08-31,21594.0
137236,4318,2012,TOYOTA,AVANZA,G,MT,"1.3",Hitam,99,121323,272,2022-08-20,13750.0,250.0,0.0,2022-08-20,14000.0
138695,3821,2003,ISUZU,NEW PANTHER,Touring,MT,"2.5",Abu-abu,107,3397,35,2022-09-03,11250.0,250.0,0.0,2022-09-03,11500.0
126817,1254,2016,HONDA,ALL NEW BRIO,SATYA E CVT,AT,"1.2",ABU ABU METALIC,107,123543,264,2022-08-21,6250.0,250.0,0.0,2022-08-21,6500.0
143038,7238,2010,NISSAN,XTRAIL,XT,AT,"2.5",ABU ABU METALIK,107,52353,288,2022-09-01,13125.0,250.0,0.0,2022-09-06,13375.0
141722,7407,2013,HONDA,BRIO,IVTEC E,AT,"1.3",Putih,100,102590,361,2022-08-16,12500.0,250.0,0.0,2022-08-16,12750.0
138517,5708,2013,DAIHATSU,GRAN MAX,Standar PU,MT,"1.3",HITAM METALIK,87,37426,69,2022-08-31,6250.0,250.0,0.0,2022-09-06,6500.0
126702,1601,2016,DAIHATSU,AYLA,X,MT,"1.0",Putih,107,1107,382,2022-07-28,10038.0,250.0,375.0,2022-09-25,9375.0
134341,5153,2016,DAIHATSU,AYLA,X,MT,"1.3",Putih,106,17910,99,2022-08-02,9750.0,250.0,0.0,2022-08-02,10000.0
132888,3827,2015,DAIHATSU,ALL NEW XENIA,X,MT,"1.3",Silver,107,131127,278,2022-07-31,13750.0,250.0,0.0,2022-08-05,14000.0
137024,5434,2018,MITSUBISHI,XPANDER,Ultimate,AT,"1.5",Hitam,107,15084,18,2022-08-26,28162.0,438.0,312.0,2022-09-26,28912.0
132829,5738,2015,SUZUKI,APV,Mega Carry AC PS PU 1.5 MT,MT,"1.5",Putih,107,12582,71,2022-08-01,10000.0,250.0,0.0,2022-08-03,10250.0
137996,1407,2016,DAIHATSU,LUXIO,D,MT,"1.5",Puith,107,69486,275,2022-08-15,13875.0,250.0,0.0,2022-08-24,14125.0
142963,2417,2011,DAIHATSU,SIRION,RS,AT,"1.3",Putih,107,120586,308,2022-09-08,7538.0,250.0,0.0,2022-09-09,7788.0
138601,1591,2013,NISSAN,MARCH,L,AT,"1.2",Merah,107,118889,368,2022-09-03,10375.0,250.0,0.0,2022-09-04,10625.0
136896,1898,2013,TOYOTA,AGYA,G,AT,"1.0",Putih,107,5983,146,2022-09-03,8750.0,250.0,0.0,2022-09-12,9000.0
139363,5043,2018,HONDA,MINIBUS,HONDA HRV RU1 1.5 E CVT CKD,AT,"1.5",Putih,107,101858,327,2022-09-07,30662.0,438.0,62.0,2022-09-25,31162.0
142958,6201,2006,HONDA,CIVIC FD,"1 1.8 MT BENSIN",MT,"1.8",ABU ABU MUDA METALIK,107,144761,395,2022-09-03,11500.0,250.0,0.0,2022-09-03,11750.0
137605,386,2013,NISSAN,GRAND LIVINA,XV,MT,"1.5",Silver,107,2418,37,2022-08-22,11250.0,250.0,0.0,2022-08-23,11500.0
134897,6492,2010,TOYOTA,CAMRY,G,AT,"2.4",Hitam,102,31764,123,2022-08-25,15375.0,250.0,250.0,2022-09-22,15875.0
135662,6005,2019,TOYOTA,AGYA,AGYA 1.2 G M/T,MT,"1.2",Silver,105,135659,263,2022-08-22,16500.0,266.0,0.0,2022-08-28,16766.0
138460,4832,2008,TOYOTA,AVANZA,G,MT,"1.3",HITAM METALIK,107,55077,128,2022-09-08,5000.0,250.0,0.0,2022-09-08,5250.0
138065,2703,2016,HONDA,ALL NEW JAZZ,RS CVT,AT,"1.5",Putih Mutiara,107,1697,94,2022-08-31,24375.0,344.0,0.0,2022-09-01,24719.0
136312,7382,2014,HONDA,MOBILIO,E CVT,AT,"1.5",MERAH TEMBAGA METALIK,84,102590,361,2022-08-31,16000.0,266.0,0.0,2022-09-05,16266.0
142475,5096,2017,HONDA,BRIO,SATYA S,MT,"1.2",Putih,107,114269,137,2022-08-30,13125.0,250.0,188.0,2022-09-28,13562.0
128511,6521,2018,HONDA,BRIO,SATYA E,MT,"1.2",Putih,107,3793,38,2022-08-12,15625.0,250.0,0.0,2022-08-19,15875.0
137593,328,2021,DAIHATSU,AYLA,R,AT,"1.2",Putih,107,125722,384,2022-08-12,15125.0,250.0,0.0,2022-08-18,15375.0
