"product_id","license_plate","car_year","car_brand","car_model","car_type","car_transmission","car_engine_size","car_color","inspection_score","agent_id","branch_id","buy_date","buy_price","admin_fee","aging_fee","sell_date","sell_price"
136796,8156,1998,TOYOTA,KIJANG,SUPER KF 80 LONG,MT,"2.0",Hijau Metalik,107,5980,65,2022-08-17,6875.0,250.0,0.0,2022-08-24,7125.0
133111,5407,2021,DAIHATSU,SIGRA,D,MT,"1.0",Hitam,107,54579,18,2022-08-27,10000.0,250.0,0.0,2022-08-27,10250.0
135036,4473,2007,SUZUKI,SX-4,Sx4 x-over 2wd 1.5L,AT,"1.5",Merah,106,43683,142,2022-08-17,8625.0,250.0,188.0,2022-09-10,9062.0
127934,8346,2015,SUZUKI,ERTIGA,GX,MT,"1.4",Abu-abu,103,6200,33,2022-08-02,15625.0,250.0,125.0,2022-08-20,16000.0
139310,4978,2007,MITSUBISHI,L 200,"4X2 SUPER PU DELUX",MT,"2.5",Silver Metalic,107,85045,124,2022-08-12,3750.0,250.0,0.0,2022-08-12,4000.0
140793,3979,2017,TOYOTA,CALYA,E,MT,"1.2",Abu-abu,107,125186,381,2022-08-28,12812.0,250.0,0.0,2022-08-29,13062.0
127517,8376,2014,SUZUKI,ERTIGA,GX,MT,"1.4",Putih,107,51557,47,2022-08-05,15875.0,266.0,625.0,2022-10-01,13750.0
126779,51,2012,NISSAN,MARCH,L,MT,"1.2",Putih,105,107921,91,2022-08-01,8312.0,250.0,125.0,2022-08-19,8688.0
139550,4496,1994,SUZUKI,ESCUDO,SB 416 2WD,MT,"1.6",Hitam,107,55077,128,2022-08-16,3750.0,250.0,0.0,2022-08-16,4000.0
127520,8062,2006,TOYOTA,GRAND COROLLA ALTIS,G,MT,"1.8",Hitam,107,28462,19,2022-08-05,5662.0,250.0,0.0,2022-08-05,5912.0
133864,6345,2018,DAIHATSU,AYLA,X,MT,"1.2",Orange,96,36973,68,2022-08-23,10000.0,250.0,0.0,2022-08-23,10250.0
143503,4315,2017,HONDA,BRIO,SATYA A,MT,"1.2",Merah,107,100716,126,2022-08-16,12500.0,250.0,62.0,2022-08-30,12812.0
140607,4103,2006,TOYOTA,INNOVA,G Bensin,MT,"2.0",Hitam,106,64508,278,2022-08-15,11500.0,250.0,62.0,2022-08-29,11750.0
137328,4303,2018,DAIHATSU,SIGRA,R,MT,"1.2",Hitam,107,100775,303,2022-09-01,12312.0,250.0,0.0,2022-09-01,12562.0
136081,3122,2015,TOYOTA,YARIS,"G 1,5 MT Bensin",MT,"1.5",Putih,107,3907,92,2022-09-01,13375.0,250.0,0.0,2022-09-02,13625.0
127027,4876,2017,DAIHATSU,AYLA,M,MT,"1.0",Hitam,106,2713,41,2022-08-01,11125.0,250.0,250.0,2022-08-31,11562.0
135511,7396,2018,HONDA,BRIO,RS,MT,"1.2",Merah Maron,107,114348,306,2022-08-31,16912.0,266.0,0.0,2022-09-10,17178.0
137207,2266,2018,MITSUBISHI,XPANDER,Sport,AT,"1.5",Merah,107,2865,13,2022-09-06,24538.0,344.0,188.0,2022-10-05,25069.0
127298,6041,2010,TOYOTA,NEW AVANZA,VVT-i G,MT,"1.3",Abu-abu,106,15506,73,2022-08-15,11438.0,250.0,62.0,2022-08-29,11750.0
139830,3435,2014,DAIHATSU,GRAN MAX,Blind Van Standar,MT,"1.3",Hitam,107,44020,13,2022-09-03,7500.0,250.0,0.0,2022-09-03,7750.0
142459,2909,2017,HONDA,HRV,RU1 E 1.5 CVT CKD,AT,"1.5",Merah,107,51913,374,2022-08-19,26875.0,438.0,0.0,2022-08-20,27312.0
140278,1510,2014,HONDA,BRIO,DD1 1.2 E AT CKD,AT,"1.2",Abu-abu,107,4784,119,2022-08-17,12500.0,250.0,0.0,2022-08-17,12750.0
139403,6365,2010,SUZUKI,PICK UP,FUTURA ST 150,MT,"1.5",Putih,107,42215,68,2022-09-04,3750.0,250.0,0.0,2022-09-04,4000.0
143459,7698,2013,TOYOTA,VIOS,G,AT,"1.5",HITAM METALIK,107,5980,65,2022-08-26,15500.0,250.0,125.0,2022-09-11,15875.0
143251,5593,2018,SUZUKI,NEW ERTIGA,GX,MT,"1.4",Puith,106,79679,69,2022-09-14,9375.0,250.0,0.0,2022-09-14,9625.0
134855,3867,1996,TOYOTA,KIJANG,SUPER KF 52 LONG,MT,"1.8",BIRU METALIK,107,2924,35,2022-09-01,3125.0,250.0,0.0,2022-09-01,3375.0
135140,5170,2013,SUZUKI,ERTIGA,AV1414F SDX (4x2) MT,MT,"1.4",Putih,99,108498,140,2022-08-07,9375.0,250.0,0.0,2022-08-07,9625.0
134596,7482,2017,TOYOTA,NEW INNOVA,G,MT,"2.0",Hitam,106,121385,269,2022-08-14,16250.0,266.0,0.0,2022-08-14,16516.0
135637,4438,2019,TOYOTA,NEW AGYA,G,MT,"1.2",HITAM METALIK,105,50494,142,2022-09-02,14750.0,250.0,375.0,2022-10-08,15375.0
136095,5041,1990,SUZUKI,SUZUKI SAMURAI,JEEP,MT,"1.3",Hitam,107,137248,327,2022-08-09,5000.0,250.0,0.0,2022-08-09,5250.0
138662,8362,2008,HONDA,JAZZ,GE8 1.5 E AT Bensin,AT,"1.5",biru mtk,107,8447,85,2022-09-05,13750.0,250.0,0.0,2022-09-05,14000.0
143286,1073,2014,HONDA,BRIO,IVTEC E,AT,"1.2",Putih,107,2865,13,2022-09-06,8162.0,250.0,0.0,2022-09-06,8412.0
134075,109,2007,TOYOTA,RUSH,S,MT,"1.5",BIRU METALIK,107,110679,405,2022-08-15,9375.0,250.0,0.0,2022-08-15,9625.0
136960,3003,2005,SUZUKI,KARIMUN,SL 410 R,MT,"1.0",Coklat Met,106,109868,309,2022-08-11,5625.0,250.0,0.0,2022-08-11,5875.0
140163,7634,2009,HONDA,CIVIC,FD1 2.0 AT Bensin,AT,"2.0",HITAM MUTIARA,107,126678,90,2022-08-29,17500.0,266.0,375.0,2022-10-03,18141.0
140740,930,2011,NISSAN,GRAND LIVINA,XV,AT,"1.5",Merah,102,18597,51,2022-09-06,10750.0,250.0,0.0,2022-09-07,11000.0
136379,248,2009,HONDA,NEW ACCORD,VTI-L,AT,"2.3",Hitam,106,93435,302,2022-08-30,11250.0,250.0,0.0,2022-08-30,11500.0
138953,1400,2016,HONDA,BR-V,Prestige,AT,"1.5",Putih Mutiara,107,1586,76,2022-08-14,21000.0,344.0,0.0,2022-08-15,21344.0
140295,7416,2004,ISUZU,PANTHER,LM25 MINIBUS,MT,"2.5",BIRU MUDA METALIK,93,135943,387,2022-08-21,5000.0,250.0,0.0,2022-08-30,5250.0
136567,2441,2016,TOYOTA,AVANZA,G,MT,"1.3",Silver,107,133439,384,2022-08-14,15500.0,250.0,0.0,2022-08-16,15750.0
140813,5178,2014,DAIHATSU,AYLA,X,AT,"1.0",Abu-abu,105,44065,99,2022-08-20,9375.0,250.0,0.0,2022-08-22,9625.0
133347,5113,2004,TOYOTA,INNOVA,V Bensin,AT,"2.0",Hijau Metalik,107,63431,125,2022-08-29,9250.0,250.0,0.0,2022-08-29,9500.0
138621,5084,2006,DAIHATSU,XENIA,Li Deluxe,MT,"1.0",HITAM METALIK,107,104803,97,2022-08-16,6250.0,250.0,0.0,2022-08-16,6500.0
135433,8204,2010,NISSAN,LIVINA,XR,AT,"1.5",ABU ABU METALIK,107,45475,141,2022-08-11,7500.0,250.0,0.0,2022-08-11,7750.0
137697,128,2016,TOYOTA,CALYA,G,MT,"1.2",Putih,107,117007,54,2022-08-22,13000.0,250.0,0.0,2022-08-24,13250.0
140233,191,2011,TOYOTA,AVANZA,G,MT,"1.3",ABU ABU METALIK,107,71305,279,2022-08-29,10000.0,250.0,0.0,2022-08-29,10250.0
139887,2620,2005,HONDA,STREAM,VTEC,MT,"1.7",Silver Metalic,107,13580,4,2022-08-30,8750.0,250.0,0.0,2022-08-30,9000.0
127031,1832,2013,DAIHATSU,SIRION,MT,MT,"1.3",UNGU METALIK,107,22747,12,2022-08-20,9750.0,250.0,62.0,2022-10-23,10062.0
133028,8419,2018,DAIHATSU,ALL NEW XENIA,R,MT,"1.3",SILVER METALIK,107,69082,104,2022-08-24,15000.0,250.0,0.0,2022-08-24,15250.0
139490,358,2016,SUZUKI,PUTURA,Standar PU,MT,"1.5",Hitam,103,44554,364,2022-09-04,5625.0,250.0,0.0,2022-09-04,5875.0
126982,211,2008,TOYOTA,FORTUNER,G 4x2 Luxury,AT,"2.7",Silver Metalic,107,15905,51,2022-08-23,20000.0,344.0,0.0,2022-08-30,20344.0
142849,7403,2020,HONDA,BRIO,SATYA E,MT,"1.2",Abu-abu,107,135047,306,2022-08-25,18288.0,266.0,0.0,2022-09-04,18553.0
140350,7040,2014,TOYOTA,NEW AVANZA,VVT-i G,MT,"1.3",ABU ABU METALIK,107,2954,27,2022-08-18,13750.0,250.0,0.0,2022-08-18,14000.0
137300,1708,2016,TOYOTA,AGYA,G,AT,"1.0",Merah,107,118317,44,2022-09-07,11438.0,250.0,0.0,2022-09-10,11688.0
138022,7546,2017,DAIHATSU,SIGRA,R,MT,"1.2",Putih,107,17412,50,2022-08-11,11875.0,250.0,0.0,2022-08-12,12125.0
133260,1776,2010,TOYOTA,AVANZA,S,MT,"1.5",Silver,107,118805,365,2022-07-31,9375.0,250.0,0.0,2022-08-01,9625.0
137423,5639,2016,DAIHATSU,AYLA,X ELEGANT,MT,"1.0",Hitam,107,126785,380,2022-08-24,11250.0,250.0,62.0,2022-09-05,11562.0
143375,1984,2008,DAIHATSU,XENIA,Xi Deluxe,MT,"1.3",Hitam,102,143087,12,2022-08-22,8750.0,250.0,0.0,2022-08-22,9000.0
133374,7844,2017,TOYOTA,CALYA,G,AT,"1.2",ABU ABU METALIC,100,970,32,2022-08-29,13750.0,250.0,0.0,2022-08-29,14000.0
134917,5317,1989,TOYOTA,sedan,corolla se twincam 1.3,MT,"1.3",Hitam,107,127713,137,2022-08-21,1750.0,250.0,0.0,2022-08-21,2000.0
135906,309,2010,TOYOTA,YARIS,J,AT,"1.5",Silver Metalic,106,43091,363,2022-09-01,11625.0,250.0,188.0,2022-10-05,12062.0
140497,5281,1996,DAIHATSU,FEROZA,"2 WD",MT,"1.6",BIRU METALIK,107,76045,97,2022-08-24,5000.0,250.0,0.0,2022-08-24,5250.0
127758,2807,2013,TOYOTA,NEW INNOVA,V,AT,"2.5",HITAM METALIK,107,33214,55,2022-08-22,15000.0,250.0,0.0,2022-08-22,15250.0
139155,8175,2010,NISSAN,MINIBUS,xtrail 2.5 cvt xt at,AT,"2.5",Hitam,107,112714,359,2022-08-22,13000.0,250.0,188.0,2022-09-15,13438.0
140085,6275,2018,HONDA,HRV,S,MT,"1.5",Merah,107,68955,25,2022-08-28,12500.0,250.0,0.0,2022-08-28,12750.0
127772,7701,2019,TOYOTA,GRAND NEW AVANZA,G,MT,"1.3",Putih,107,1304,36,2022-08-13,15625.0,250.0,0.0,2022-08-13,15875.0
139850,6992,1989,MITSUBISHI,ETERNA,DOHC 2.0 MT BENSIN,MT,"2.0",Putih,107,17580,97,2022-08-17,1250.0,250.0,0.0,2022-08-17,1500.0
140004,2568,2018,HONDA,ALL NEW BRIO,SATYA E CVT,AT,"1.2",Merah,107,135939,392,2022-08-16,13750.0,250.0,0.0,2022-08-16,14000.0
127829,7933,2002,SUZUKI,FUTURA,ST 150 MINIBUS,MT,"1.5",Putih,107,2387,100,2022-08-13,3750.0,250.0,0.0,2022-08-13,4000.0
143176,1265,2016,HONDA,HRV,E CVT,AT,"1.5",HITAM MUTIARA,107,60211,265,2022-09-13,26288.0,438.0,0.0,2022-09-15,26725.0
136906,5582,2013,TOYOTA,NEW AVANZA,VVT-i G,MT,"1.3",HITAM METALIK,107,26011,408,2022-09-04,13412.0,250.0,250.0,2022-10-03,13912.0
136872,1750,2010,TOYOTA,HARRIER,"24AT",AT,"2.4",Hitam,107,4013,109,2022-08-25,19125.0,344.0,0.0,2022-08-31,19469.0
139699,7625,2009,TOYOTA,FORTUNER,G 2.5 MT,MT,"2.5",Hitam,106,1265,50,2022-08-16,22625.0,344.0,0.0,2022-08-19,22969.0
143198,6903,2013,NISSAN,ALL NEW GRAND LIVINA,X GEAR,AT,"1.5",Abu-abu,107,65302,271,2022-08-31,12162.0,250.0,0.0,2022-08-31,12412.0
139742,2045,2010,NISSAN,GRAND LIVINA,XV,AT,"1.5",Abu-abu,107,96435,308,2022-09-01,8125.0,250.0,0.0,2022-09-01,8375.0
126624,5139,2017,DAIHATSU,SIGRA,R,MT,"1.2",Putih,106,136017,137,2022-08-18,12500.0,250.0,0.0,2022-08-18,12750.0
126355,3747,2017,TOYOTA,NEW AGYA,G,AT,"1.2",Merah,107,56339,84,2022-08-09,14000.0,250.0,0.0,2022-08-10,14250.0
143297,6351,2017,HONDA,BRIO,SATYA E,MT,"1.2",ABU ABU METALIK,107,123872,375,2022-08-21,8125.0,250.0,0.0,2022-08-21,8375.0
138817,1927,2014,HONDA,MOBILIO,E CVT Prestige,AT,"1.5",HITAM MUTIARA,102,77467,290,2022-08-30,14125.0,250.0,0.0,2022-08-30,14375.0
141737,6052,2012,TOYOTA,NEW AVANZA,VVT-i G,MT,"1.3",Hitam,98,46536,120,2022-08-22,13125.0,250.0,0.0,2022-08-22,13375.0
138810,5018,2007,TOYOTA,YARIS,S Limited,AT,"1.5",Merah,72,33278,309,2022-08-12,8162.0,250.0,0.0,2022-08-19,8412.0
138313,8427,1987,TOYOTA,STATION WGN,Kijang KF40 STD,MT,"1.5",Hitam,106,119940,141,2022-09-05,2500.0,250.0,0.0,2022-09-05,2750.0
127733,441,2015,TOYOTA,YARIS,S,AT,"1.5",Merah,107,122629,296,2022-08-22,15000.0,250.0,0.0,2022-08-23,15250.0
128670,3294,2010,TOYOTA,NEW INNOVA,V,AT,"2.0",Silver,107,22582,308,2022-08-06,15000.0,250.0,0.0,2022-08-09,15250.0
128841,4254,2011,DAIHATSU,ALL NEW XENIA,R SPORTY,MT,"1.3",Hitam,107,77568,398,2022-07-31,11250.0,250.0,0.0,2022-07-31,11500.0
136333,6742,2000,DAIHATSU,TARUNA,FX OXXY,MT,"1.5",Hijau Metalik,107,48765,96,2022-08-30,5000.0,250.0,0.0,2022-08-30,5250.0
139017,4851,2009,DAIHATSU,TERIOS,TX,MT,"1.5",HITAM METALIK,102,149835,42,2022-09-06,10000.0,250.0,0.0,2022-09-06,10250.0
142568,6251,2014,TOYOTA,AGYA,G,MT,"1.0",Putih,107,136388,400,2022-08-29,8125.0,250.0,0.0,2022-08-29,8375.0
137507,4391,2014,NISSAN,ALL NEW GRAND LIVINA,XV,MT,"1.5",Abu-abu,106,47990,126,2022-09-03,12312.0,250.0,438.0,2022-10-16,13000.0
127214,7731,2017,MITSUBISHI,XPANDER,GLX,MT,"1.5",Putih,107,116061,49,2022-08-03,21625.0,344.0,125.0,2022-10-04,22094.0
136651,4179,2019,DAIHATSU,GRAN MAX,Standar PU,MT,"1.3",Hitam,106,94767,410,2022-08-11,11000.0,250.0,62.0,2022-08-26,11312.0
134865,4120,2019,DAIHATSU,XENIA,VVTi Li Deluxe Sporty,MT,"1.0",PUTIH METALIK,107,2764,43,2022-09-02,15625.0,250.0,0.0,2022-09-02,15875.0
126874,6920,2007,SUZUKI,SX-4,X-OVER 2WD,AT,"1.5",ABU ABU METALIK,107,1822,56,2022-08-22,9062.0,250.0,125.0,2022-09-08,9438.0
139033,3653,2008,SUZUKI,SWIFT,ST,AT,"1.5",ABU ABU METALIK,104,50061,21,2022-09-07,8750.0,250.0,0.0,2022-09-08,9000.0
141859,4655,2012,TOYOTA,NEW INNOVA,G,MT,"2.0",Silver,106,51819,142,2022-08-30,15250.0,250.0,0.0,2022-08-30,15500.0
139160,3290,2008,DAIHATSU,XENIA,Li Deluxe,MT,"1.0",COKLAT METALIK,107,16803,92,2022-09-07,8125.0,250.0,0.0,2022-09-07,8375.0
139265,8405,2014,HONDA,SEDAN,CITY GM6 1.5 E CVT,AT,"1.5",ABU ABU METALIK,107,82477,39,2022-08-16,18750.0,266.0,312.0,2022-09-17,19328.0
126712,6299,2016,HONDA,BRIO,SATYA E,MT,"1.2",Abu-abu,106,2804,25,2022-07-31,13125.0,250.0,0.0,2022-08-10,13375.0
127201,3306,2003,TOYOTA,VIOS,G,MT,"1.5",Silver,107,47593,31,2022-08-20,6562.0,250.0,312.0,2022-09-19,7125.0
137834,1134,2013,DAIHATSU,LUXIO,X,MT,"1.5",Abu-abu,107,60558,308,2022-08-14,13375.0,250.0,62.0,2022-09-04,13688.0
135974,2459,2007,HONDA,JAZZ,VTEC,AT,"1.5",BIRU METALIK,107,16679,105,2022-08-17,10000.0,250.0,0.0,2022-08-17,10250.0
142146,6062,2013,DAIHATSU,XENIA,Xi Deluxe,MT,"1.3",SILVER METALIK,96,46536,120,2022-09-09,12500.0,250.0,0.0,2022-09-09,12750.0
136623,5553,2013,DAIHATSU,XENIA,F651 rv-gmrfj,MT,"1.3",Putih,107,39894,68,2022-08-10,11412.0,250.0,125.0,2022-09-16,11788.0
138061,7617,2011,NISSAN,GRAND LIVINA,XV Ultimate,AT,"1.5",Putih,106,18886,101,2022-08-10,10000.0,250.0,0.0,2022-08-11,10250.0
127684,3245,2011,SUZUKI,SPLASH,GL,MT,"1.2",ABU ABU METALIK,99,1820,56,2022-07-27,6875.0,250.0,0.0,2022-07-28,7125.0
126644,2514,2008,HONDA,CIVIC FD,"1 1.8 AT BENSIN (CBU)",AT,"1.8",ABU ABU METALIK,107,123543,264,2022-07-27,7500.0,250.0,0.0,2022-07-27,7750.0
127844,5272,2007,TOYOTA,RUSH,G,MT,"1.5",Hitam,107,126407,144,2022-08-12,11250.0,250.0,0.0,2022-08-12,11500.0
142302,10,2006,TOYOTA,INNOVA,G Bensin,MT,"2.0",Hijau Metalik,107,2276,56,2022-09-02,11062.0,250.0,0.0,2022-09-03,11312.0
142448,4174,2014,MITSUBISHI,STRADA,CR 2.5 HP -E DC EXCEED,MT,"2.5",ABU ABU MUDA METALIK,107,138036,396,2022-09-04,21250.0,344.0,438.0,2022-10-17,22031.0
140061,2073,2016,DAIHATSU,GREAT NEW XENIA,R,MT,"1.3",Hitam,107,119492,19,2022-09-06,15125.0,250.0,0.0,2022-09-07,15375.0
139535,6269,2017,HONDA,BRIO,SATYA E,MT,"1.2",Putih,107,26011,408,2022-09-03,12538.0,250.0,0.0,2022-09-03,12788.0
136928,4528,2009,SUZUKI,GRAND VITARA,"2,4",AT,"2.4",Hitam,107,68384,143,2022-08-31,8788.0,250.0,0.0,2022-09-03,9038.0
142419,4369,2011,TOYOTA,GRAND NEW INNOVA,E Diesel,MT,"2.5",Hitam,106,36909,142,2022-09-08,20038.0,344.0,0.0,2022-09-17,20381.0
128081,3879,2011,NISSAN,FRONTIER,DOUBLE CABIN,AT,"2.5",Hitam,107,2770,34,2022-08-11,12500.0,438.0,125.0,2022-08-29,13062.0
142102,705,2017,TOYOTA,CALYA,G,MT,"1.2",Hitam,107,68314,60,2022-09-03,13188.0,250.0,0.0,2022-09-14,13438.0
139738,7264,1995,DAIHATSU,TAFT,"F 70 GTL 4 X 4 2,8 MT Diesel",MT,"2.8",HITAM METALIK,106,55643,261,2022-09-06,5625.0,250.0,0.0,2022-09-06,5875.0
126889,3019,2017,HONDA,JAZZ RS,GK5 RS CVT 1.5 AT,AT,"1.5",ABU ABU METALIK,107,82521,291,2022-07-29,27038.0,438.0,0.0,2022-08-11,27475.0
126250,7636,2017,DAIHATSU,SIGRA,R DLX,MT,"1.2",Abu-abu,107,68188,33,2022-08-14,13125.0,250.0,0.0,2022-08-22,13375.0
136425,8118,2016,HONDA,BR-V,E,MT,"1.5",Hijau,105,44476,141,2022-08-17,15625.0,250.0,0.0,2022-08-18,15875.0
128526,8268,2014,TOYOTA,ALL NEW AVANZA,VVT-i G,MT,"1.3",Hitam,107,58486,83,2022-07-28,14625.0,250.0,438.0,2022-09-11,15250.0
143365,5594,2015,DAIHATSU,AYLA,X,MT,"1.0",Hitam,106,126388,380,2022-09-09,10000.0,250.0,0.0,2022-09-09,10250.0
139448,7919,2005,TOYOTA,VIOS,G,MT,"1.5",Hitam,107,29907,75,2022-08-14,4812.0,250.0,0.0,2022-08-14,5062.0
140212,5721,2017,DAIHATSU,GRAN MAX,Standar + PS + AC PU,MT,"1.5",SILVER METALIK,107,45297,25,2022-08-21,12375.0,250.0,312.0,2022-09-21,12938.0
140302,4783,2013,TOYOTA,AVANZA,G,MT,"1.3",Putih,107,114179,397,2022-08-18,12000.0,250.0,0.0,2022-08-18,12250.0
137851,5811,2013,TOYOTA,INNOVA,G Bensin,MT,"2.0",Hitam,107,5449,81,2022-08-23,15625.0,250.0,0.0,2022-08-23,15875.0
127270,6936,2008,TOYOTA,INNOVA,G Bensin,AT,"2.0",Silver,107,25786,310,2022-07-26,12875.0,250.0,625.0,2022-09-23,10500.0
126002,811,2011,DAIHATSU,GREAT NEW XENIA,X,AT,"1.3",SILVER METALIK,107,51035,151,2022-08-10,6250.0,250.0,0.0,2022-08-10,6500.0
136596,4370,2002,SUZUKI,KARIMUN,DX,MT,"1.0",Hitam,107,36909,142,2022-08-29,4750.0,250.0,0.0,2022-09-05,5000.0
139772,6921,2015,DAIHATSU,AYLA,X,MT,"1.0",Putih,107,22910,307,2022-08-11,6250.0,250.0,0.0,2022-08-12,6500.0
128181,3496,2013,HONDA,JAZZ,RS,AT,"1.5",BIRU TUA METALIK,107,15190,40,2022-08-25,15000.0,250.0,0.0,2022-08-25,15250.0
138142,121,2018,HONDA,BR-V,Prestige,AT,"1.5",Putih,107,60415,149,2022-08-20,15625.0,250.0,0.0,2022-08-20,15875.0
135534,1036,2011,TOYOTA,NEW AVANZA,VVT-i G,AT,"1.3",Puith,107,123151,379,2022-08-31,8625.0,250.0,0.0,2022-08-31,8875.0
142390,5459,2016,MITSUBISHI,STRADA TRITON,DOUBLE CABIN HDX 4x4,MT,"2.5",Putih,107,72753,277,2022-09-11,20625.0,344.0,250.0,2022-10-11,21219.0
143232,2529,2007,HONDA,CRV,RE1 2WD 2.4 AT Bensin,AT,"2.4",Abu-abu,107,65230,293,2022-08-25,10000.0,250.0,0.0,2022-08-25,10250.0
143349,1478,2014,NISSAN,GRAND LIVINA,XV,AT,"1.5",Hitam,104,141919,392,2022-08-25,12250.0,250.0,0.0,2022-08-25,12500.0
137308,3322,2008,TOYOTA,HARRIER,"24AT",AT,"2.4",Hitam,107,58486,83,2022-08-18,12625.0,250.0,0.0,2022-08-19,12875.0
127916,198,2015,TOYOTA,ALL NEW YARIS,TRD Sportivo,MT,"1.5",Merah,107,120586,308,2022-08-12,17288.0,266.0,0.0,2022-09-12,17553.0
135208,6987,2016,HONDA,MOBILIO,E,MT,"1.5",Abu-abu,107,31610,36,2022-08-17,15625.0,250.0,0.0,2022-08-17,15875.0
136309,6119,2014,TOYOTA,NEW AVANZA,VVT-i G,AT,"1.3",ABU ABU METALIK,107,90325,24,2022-09-01,15125.0,250.0,0.0,2022-09-09,15375.0
137861,3973,2010,MITSUBISHI,PAJERO,GLS,MT,"2.5",Hitam,104,4668,72,2022-08-15,23125.0,344.0,125.0,2022-08-31,23594.0
133062,3619,2008,HONDA,jeep,CR-V RE1 2WD 2.4 AT CKD,AT,"2.4",ABU ABU TUA METALIK,107,133811,386,2022-08-01,15000.0,250.0,0.0,2022-08-02,15250.0
139510,1000,2016,HONDA,ALL NEW JAZZ,I-VTEC RS,MT,"1.5",Abu-abu,107,89365,94,2022-08-19,18750.0,266.0,0.0,2022-08-21,19016.0
122329,1207,2011,TOYOTA,VIOS,Limo STD,MT,"1.5",Merah,107,96904,108,2022-08-20,3750.0,250.0,0.0,2022-08-20,4000.0
138349,2518,2015,DAIHATSU,ALL NEW XENIA,M,MT,"1.0",SILVER METALIK,107,2503,152,2022-08-27,11250.0,250.0,0.0,2022-08-28,11500.0
135134,6725,2014,DAIHATSU,AYLA,X,MT,"1.0",Putih,105,116635,23,2022-08-28,9812.0,250.0,0.0,2022-08-28,10062.0
128160,7559,2010,TOYOTA,FORTUNER,"G 2,5 AT",AT,"2.5",HITAM METALIK,106,1263,50,2022-08-08,23750.0,344.0,188.0,2022-08-31,24281.0
128416,986,2008,NISSAN,SERENA,Highway,AT,"2.0",Hitam,107,1351,3,2022-08-26,8500.0,250.0,0.0,2022-09-06,8750.0
141877,1549,2015,TOYOTA,AVANZA,G,MT,"1.3",MERAH METALIK,107,120628,381,2022-08-18,15000.0,250.0,0.0,2022-08-18,15250.0
136244,3046,2019,MITSUBISHI,XPANDER,Ultimate,AT,"1.5",PUTIIH,107,1795,54,2022-08-13,25000.0,344.0,62.0,2022-08-23,25406.0
136992,2781,2010,TOYOTA,HARRIER,"24AT",AT,"2.4",Hitam,107,4182,92,2022-09-01,18750.0,266.0,0.0,2022-09-11,19016.0
139645,8196,2009,TOYOTA,AVANZA,G,MT,"1.3",Hitam,107,12624,33,2022-09-09,10625.0,250.0,0.0,2022-09-09,10875.0
139005,237,2011,NISSAN,LIVINA,X GEAR,MT,"1.5",HITAM METALIK,107,62308,279,2022-08-23,7875.0,250.0,62.0,2022-09-08,8188.0
135253,7063,2012,TOYOTA,YARIS,S,MT,"1.5",Silver Metalic,107,118821,372,2022-08-07,11875.0,250.0,0.0,2022-08-07,12125.0
138663,4561,2008,TOYOTA,AVANZA,G,MT,"1.3",Hitam,107,136619,398,2022-09-06,9038.0,250.0,0.0,2022-09-06,9288.0
136414,221,2014,HONDA,BRIO,IVTEC E,AT,"1.3",Abu-abu,107,94451,363,2022-08-16,10000.0,250.0,0.0,2022-08-16,10250.0
138868,1969,2006,HONDA,JAZZ,I-DSI,AT,"1.5",Merah,107,59587,307,2022-08-12,7500.0,250.0,0.0,2022-08-13,7750.0
138242,8109,2010,HONDA,JAZZ,RS 1.5 MT Bensin,MT,"1.5",Merah,107,82477,39,2022-08-15,14375.0,250.0,0.0,2022-08-15,14625.0
135617,3884,2013,DAIHATSU,GRAN MAX,Standar + PS + AC PU,MT,"1.5",Hitam,106,2926,35,2022-08-11,8750.0,250.0,188.0,2022-08-31,9188.0
133168,4050,2017,TOYOTA,ALL NEW AVANZA VELOZ,VVT-I,MT,"1.5",Merah,107,29686,42,2022-08-13,18750.0,266.0,375.0,2022-10-17,16875.0
126920,7780,2009,DAIHATSU,GRAN MAX,D Standar,MT,"1.3",Silver,106,126455,91,2022-08-15,8000.0,250.0,188.0,2022-09-06,8438.0
136361,6343,2014,HONDA,MOBILIO,S DD4,MT,"1.5",Silver,107,63142,267,2022-08-23,11288.0,250.0,0.0,2022-08-23,11538.0
138403,3641,2007,TOYOTA,AVANZA,G,MT,"1.3",HITAM METALIK,107,3015,21,2022-09-04,8500.0,250.0,0.0,2022-09-04,8750.0
135920,5911,2017,TOYOTA,CALYA,G,AT,"1.2",Abu-abu,107,3292,81,2022-08-15,13750.0,250.0,500.0,2022-09-29,14500.0
135912,6583,2020,HONDA,BRIO,IVTEC E,AT,"1.2",Merah,107,135024,281,2022-08-20,7500.0,250.0,0.0,2022-08-20,7750.0
127479,4874,2015,DAIHATSU,XENIA,M,MT,"1.0",Hitam,106,18827,397,2022-08-23,7912.0,250.0,0.0,2022-08-24,8162.0
140864,8360,2019,HONDA,ALL NEW JAZZ,RS CVT,AT,"1.5",Hitam,107,22702,49,2022-09-11,29625.0,438.0,0.0,2022-09-16,30062.0
137387,1102,1996,TOYOTA,CORONA,ST 191,MT,"2.0",Putih,105,3986,56,2022-08-15,1875.0,250.0,0.0,2022-08-15,2125.0
136079,3668,2016,TOYOTA,CALYA,G,MT,"1.2",Orange metalik,99,125533,21,2022-08-25,12250.0,250.0,0.0,2022-08-26,12500.0
